?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/ZFA_0000571>	"Embryonic structure that gives rise to the telencephalon."	"TAO:0000571"
<http://purl.obolibrary.org/obo/ZFA_0009022>	"A progenitor cell committed to the megakaryocyte and erythroid lineages."	"CL:0000050 TAO:0009022"
<http://purl.obolibrary.org/obo/ZFA_0000911>		
<http://purl.obolibrary.org/obo/ZFA_0005680>	"Anterior portion of the ventral region of the glomerular layer of the olfactory bulb. In the ventroanterior zone there are  typically seven small glomeruli located 11-20 micrometers beneath the superficial axon bundles  The ganglion differed conspicuously in sizes, shapes, and distribution, and were not individually  identifiable."	
<http://purl.obolibrary.org/obo/ZFA_0001276>		"TAO:0001276"
<http://purl.obolibrary.org/obo/ZFA_0005562>	"Acellular anatomical structure that is the innermost layer of the optic choroid."	
<http://purl.obolibrary.org/obo/ZFA_0009311>	"A motor neuron that is located in the cervical region of the spinal cord and selectively innervates the sternocleidmastoid or trapezius muscle. Unlike other motor neurons, they extend axons dorsally along lateral margins of the spinal cord."	"TAO:0009311 CL:0000741"
<http://purl.obolibrary.org/obo/ZFA_0005450>	"Pectoral fin motor nerve that enters the fin from the ventral side of the fin and innervates the ventral side of the pectoral fin."	
<http://purl.obolibrary.org/obo/ZFA_0001446>	"Choroid plexus that is part of the fourth ventricle."	"TAO:0001446"
<http://purl.obolibrary.org/obo/ZFA_0000812>	"Cranial neural crest that is part of the telencephalon."	"TAO:0000812"
<http://purl.obolibrary.org/obo/ZFA_0005737>	"Multicellular structure composed of endodermal cells that forms a continuous rod along the anterior-posterior axis of the embryo in contact with the YSL.  This rod will give rise to the endodermal components of the alimentary canal and its connected organs: liver, gall bladder pancreas and swim bladder. Does not have part pharyngeal endoderm."	
<http://purl.obolibrary.org/obo/ZFA_0000477>	"Continuation of the caudal vein cranial to the anal pore. The cardinal vein splits into a pair of vessels in the cranial trunk, just caudal to the radix of the aorta. The posterior cardinals each empty into the common cardinal vein."	"TAO:0000477"
<http://purl.obolibrary.org/obo/ZFA_0005525>	"Caudal principal ray that is ventrally adjacent to caudal principal ray 14."	"TAO:0001727"
<http://purl.obolibrary.org/obo/ZFA_0000906>	"Multi-tissue structure forming the sides of the lumen of the midbrain region of the neural tube."	"TAO:0000906"
<http://purl.obolibrary.org/obo/ZFA_0009153>		"TAO:0009153 CL:0000253"
<http://purl.obolibrary.org/obo/ZFA_0001152>	"Ceratobranchial 5 tooth which is posterior to tooth 2MD and anterior to tooth 4MD in the mediodorsal tooth row."	"TAO:0001152"
<http://purl.obolibrary.org/obo/ZFA_0000176>	"Peripheral nucleus of the ventral telencephalon that has migrated to the periphery of the brain. From Neuroanatomy of the Zebrafish Brain."	"TAO:0002204"
<http://purl.obolibrary.org/obo/ZFA_0009286>		"CL:0000666 TAO:0009286"
<http://purl.obolibrary.org/obo/ZFA_0000910>		"TAO:0000910"
<http://purl.obolibrary.org/obo/ZFA_0009007>	"An euploid male germ cell of an early stage of spermatogenesis."	"TAO:0001337 TAO:0009007 CL:0000020"
<http://purl.obolibrary.org/obo/ZFA_0001275>		
<http://purl.obolibrary.org/obo/ZFA_0005138>	"A structure that is involved in tooth formation.  A bell shape two layer  epithelial structure that descends toward the ceratobranchial 5 bone, enclosing the dental mesenchyme.  At later times in tooth development the cells at the apex of the bell may be involved in enameloid formation.  This structure remains at the base of the erupted tooth and is the source of replacement teeth."	"TAO:0005138"
<http://purl.obolibrary.org/obo/ZFA_0001076>	"The bulbous anteriormost portion of the intestine has the most digestive enzymes and the greatest epithelial surface area."	"TAO:0001076"
<http://purl.obolibrary.org/obo/ZFA_0001678>	"Multi-tissue structure that consists of the structures that develop into the retina and lens."	"TAO:0002201"
<http://purl.obolibrary.org/obo/ZFA_0000430>	"White matter connecting the primary gustatory nuclei to  the secondary gustatory nucleus in the isthmus."	"TAO:0000430"
<http://purl.obolibrary.org/obo/ZFA_0007112>	"Vertebra that is posteriorly adjacent to vertebra 28."	
<http://purl.obolibrary.org/obo/ZFA_0000259>	"One of eight distinct lateral lines in the 4-day larva consisting of 2 neuromast.  One neuromast is positioned at the front edge of the jaw the second posteriorly on the mandible. A sensory system on the surface of the fish, consisting of small sensory patches (neuromasts) distributed in discrete lines over the body surface. The lateral line system is stimulated by local water displacements and vibrations, and detects propulsion of the fish through the water, as well as facilitating shoaling, prey capture, and predator and obstacle avoidance. (See Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/lat_line/lat_line.html'>lateral line</a> by T. Whitfield.)"	"TAO:0000259"
<http://purl.obolibrary.org/obo/ZFA_0000974>	"Undifferentiated mesodermal component of early trunk segment 10 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000974"
<http://purl.obolibrary.org/obo/ZFA_0009404>	"Endothelial cells that surround the heart valve extracellular matrix."	
<http://purl.obolibrary.org/obo/ZFA_0000893>	"Floor plate that is part of the rhombomere 4."	"TAO:0000893"
<http://purl.obolibrary.org/obo/ZFA_0000148>	"Embryonic structure that gives rise to the midbrain."	"TAO:0000148"
<http://purl.obolibrary.org/obo/ZFA_0005685>	"Glomerulus located in the dorsal zone of the olfactory bulb.  It is located in a stereotypic position near the posterior edge of the dorsal glomerular zone and stains with anti-calretinin."	
<http://purl.obolibrary.org/obo/ZFA_0009154>		"TAO:0009154 CL:0000287"
<http://purl.obolibrary.org/obo/ZFA_0009287>		"CL:0000667 TAO:0009287"
<http://purl.obolibrary.org/obo/ZFA_0001150>	"Ceratobranchial 5 tooth which is the posteriormost tooth in the dorsal tooth row."	"TAO:0001150"
<http://purl.obolibrary.org/obo/ZFA_0005641>	"Ligament that connects the dentary to the maxilla."	
<http://purl.obolibrary.org/obo/ZFA_0005198>	"Hindbrain interneuron that is part of rhombomere 2 with 4 lateral neurons in each hemi-rhombomere."	"TAO:0005198"
<http://purl.obolibrary.org/obo/ZFA_0001069>	"Region of the median fin fold that develops into the anal and caudal fin."	"TAO:0001069"
<http://purl.obolibrary.org/obo/ZFA_0001509>	"Bilaterally paired thin continuous band of cartilage that sagitally encircles the eye.  It lies between t lies between the sclera and the optic choroid."	"TAO:0001509"
<http://purl.obolibrary.org/obo/ZFA_0000606>		"TAO:0000606"
<http://purl.obolibrary.org/obo/ZFA_0005664>	"Ventral branch of the spinal nerve that projects toward the lateral surface of the myotome, initially extending parallel to the horizontal myoseptum. RoP primary motoneuron axons extend in this branch."	
<http://purl.obolibrary.org/obo/ZFA_0001645>	"Dermal bone that is located posterior to the dentary and lateral to the articular and retroarticular bones of the lower jaw. The angular forms the outer dermal sheet of the posterior part of the lower jaw. The angular bears a portion of the mandibular sensory canal. The angular is a paired bone."	"TAO:0001669"
<http://purl.obolibrary.org/obo/ZFA_0005819>	"The layer of caudal fin musculature immediately under the superficial caudal fin musculature that originate from the vertebral column and insert at the base of caudal fin rays.  The three most caudal vertebrae and the hypurals serve as attachment sites for these muscles."	
<http://purl.obolibrary.org/obo/ZFA_0000532>	"Lateral division of the valvula cerebelli."	"TAO:0000532"
<http://purl.obolibrary.org/obo/ZFA_0005538>	"Rib that articulates with the parapophysis of the first centrum."	"TAO:0001879"
<http://purl.obolibrary.org/obo/ZFA_0001149>	"Sensory system responsible for olfaction.  Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors."	"TAO:0001149"
<http://purl.obolibrary.org/obo/ZFA_0001334>	"Presumptive structure fated to become enteric nervous system.  Develops from the vagal neural crest."	"TAO:0001334"
<http://purl.obolibrary.org/obo/ZFA_0005788>	"Vein thats tarts posterior of the hypophysis and drains the hypophyseal capillaries.  It empties into the primary head sinus."	
<http://purl.obolibrary.org/obo/ZFA_0009234>	"A precursor cell destined to differentiate into cardiac myocytes."	"CL:0000513 TAO:0009234"
<http://purl.obolibrary.org/obo/ZFA_0005813>	"Capillaries that innervate the subtrabecular layer of the heart."	
<http://purl.obolibrary.org/obo/ZFA_0001024>	"Neural crest that is part of the trunk."	"TAO:0001024"
<http://purl.obolibrary.org/obo/ZFA_0000319>	"The portion of tissue forming the membrane connecting the branchiostegals and enclosing the gill chamber."	"TAO:0000319"
<http://purl.obolibrary.org/obo/ZFA_0009015>	"A progenitor cell committed to the erythroid lineage."	"CL:0000038 TAO:0009015"
<http://purl.obolibrary.org/obo/ZFA_0009254>	"A late neutrophilic metamyelocyte in which the nucleus is in the form of a curved or coiled band, not having acquired the typical multilobar shape of the mature neutrophil."	"CL:0000560 TAO:0009254"
<http://purl.obolibrary.org/obo/ZFA_0000811>	"Cranial neural crest that is part of the diencephalon."	"TAO:0000811"
<http://purl.obolibrary.org/obo/ZFA_0005045>	"Artery that is internal to the eye."	"TAO:0005045"
<http://purl.obolibrary.org/obo/ZFA_0005627>	"Synovial joint that articulates the hyomandibula with the pterotic."	
<http://purl.obolibrary.org/obo/ZFA_0000726>	"Undifferentiated mesodermal component of early trunk segment 14 or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome."	"TAO:0000726"
<http://purl.obolibrary.org/obo/ZFA_0005546>	"Actinotrichium that is part of the pelvic fin."	"TAO:0000596"
<http://purl.obolibrary.org/obo/ZFA_0005411>	"Duct that forms when the nonampullary ends of the posterior and anterior semicircular canals merge.  The common crus descends connecting the semicircular canals to the horizontal canal."	"TAO:0005411"
<http://purl.obolibrary.org/obo/ZFA_0000648>	"Musculature that is part of the dorsal fin.  The dorsal fin musculature is composed of one unit per fin ray that are arranged in series on each side of the body. Each unit is composed of one fin ray, three supporting pterygophores, and a set of paired depressor, erector, and inclinator muscles."	"TAO:0000648"
<http://purl.obolibrary.org/obo/ZFA_0000160>	"Multi-tissue structure that is the ventral part of the midbrain and develops from the basal plate. The tegmentum is bordered rostrally by the synencephalon, dorsal thalamus and posterior tuberculum, ventrally by the hypothalamus, and dorsolaterally by the torus semicircularis; caudally the tegmentum is continuous with the medulla oblongata."	"TAO:0000160"
<http://purl.obolibrary.org/obo/ZFA_0007118>	"The vertebral body end plate is part of the autocentrum. The anterior and posterior surfaces of the autocentrum constitute the funnel shaped vertebral body end plates. The outer rim of the end plate is the vertebral body growth zone. The anterior and posterior end plates are connected by bony plates that are horizontally attached to the ourter contour of the autocentrum."	
<http://purl.obolibrary.org/obo/ZFA_0001092>		
<http://purl.obolibrary.org/obo/ZFA_0001651>	"Head muscle that originates on the anterior region of the cleithrum and inserts on the urohyal. The hypobranchial forms initially as left and right parts that later fuse together forming a cone shape.  The muscle is innervated by the occipitospinals and mainly composed of fast twitch muscle fibers."	"TAO:0002200 TAO:0000283"
<http://purl.obolibrary.org/obo/ZFA_0001705>	"Duct that is part of the inner ear and connects to the semicircular canals ending in the endolymphatic sac."	"TAO:0002194"
<http://purl.obolibrary.org/obo/ZFA_0005768>	"Sensory neuron that extends a single axon shaft along the lateral white matter of the hindbrain and spinal cord. Numerous medially projecting branches are later formed and innervate a series of target nuclei along the anteroposterior axis of the hindbrain and spinal cord.  The highly branched axons innervate the integument of the head.  There are several subtypes with different afferent branching morphologies."	
<http://purl.obolibrary.org/obo/ZFA_0009229>	"A flattened stroma cell forming a sheath or theca outside the basal lamina lining the mature ovarian follicle. Thecal interstitial or stromal cells are steroidogenic, and produce primarily androgens which serve as precursors of estrogens in the granulosa cells."	"TAO:0009229 CL:0000503"
<http://purl.obolibrary.org/obo/ZFA_0000292>	"Organism subdivision which is the collection of anatomical structures on the body surface."	"TAO:0000292"
<http://purl.obolibrary.org/obo/ZFA_0001319>		"TAO:0001319"
<http://purl.obolibrary.org/obo/ZFA_0005269>	"A muscle that moves a body part away  from the sagittal plane of the body."	"TAO:0002135"
<http://purl.obolibrary.org/obo/ZFA_0001596>	"Anatomical cluster which consists of two or more adjacent bones or cartilages, which may be interconnected by various types of tissue."	"TAO:0000367"
<http://purl.obolibrary.org/obo/ZFA_0007062>	"Neurogenic field fated to develop into the olfactory placode."	"TAO:0007062"
<http://purl.obolibrary.org/obo/ZFA_0007015>	"Caudal portion of embryonic tissue that gives rise to the posterior neural plate."	"TAO:0007015"
<http://purl.obolibrary.org/obo/ZFA_0000759>	"Fast muscle cell located in somite 5."	"TAO:0000759"
